Gender,Early College HS?,HS Rank,GPA at Graduation,Credits Transferred,Cal 1 Final Grade (MATH 1411),Cal 2 Final Grade (MATH 1312),Statics Final Grade (MECH 1321),Chemistry Final Grade (CHEM 1305),degree_completion
1,0,85.0,0.0,57,0,0,0,0,0
1,0,85.0,3.31,66,0,0,4,0,1
1,0,68.0,0.0,31,0,0,0,0,0
1,0,285.0,0.0,0,-1,0,0,-1,0
1,0,85.0,0.0,0,4,4,2,2,0
1,0,85.0,0.0,0,0,0,0,0,0
1,0,20.0,0.0,87,0,0,0,0,0
1,0,186.0,0.0,0,4,4,3,1,0
0,0,40.0,0.0,0,4,0,0,0,0
1,0,85.0,0.0,62,0,0,3,0,0
0,0,329.0,0.0,0,2,1,0,1,0
1,0,41.0,0.0,22,2,0,0,0,0
1,0,478.0,0.0,0,0,0,0,0,0
1,0,85.0,0.0,0,0,0,0,0,0
1,0,146.0,0.0,0,0,0,0,0,0
1,0,211.0,0.0,33,-1,0,0,-1,0
1,0,127.0,0.0,0,3,0,0,3,0
1,0,234.0,0.0,0,0,0,0,0,0
1,0,368.0,0.0,0,4,4,0,0,0
0,0,193.0,0.0,0,3,2,0,-1,0
1,0,24.0,0.0,63,0,0,0,0,0
1,0,21.0,0.0,55,4,4,0,2,0
0,0,85.0,3.4,71,0,0,0,0,1
1,0,174.0,0.0,58,0,0,2,0,0
1,0,533.0,0.0,0,0,0,0,0,0
1,0,16.0,3.57,26,4,4,4,4,1
0,0,85.0,0.0,0,0,0,0,0,0
1,0,3.0,3.94,25,4,4,4,0,1
0,0,28.0,0.0,34,0,0,0,0,0
1,0,83.0,3.75,0,4,4,4,4,1
1,0,15.0,3.77,0,4,4,4,4,1
1,0,544.0,0.0,0,3,0,0,2,0
1,0,85.0,0.0,0,0,0,0,0,0
1,0,22.0,3.45,54,0,0,4,0,1
0,0,41.0,0.0,22,2,2,2,1,0
1,0,6.0,3.25,9,4,3,4,3,0
0,0,74.0,0.0,6,4,3,0,0,0
1,0,175.0,3.04,0,2,3,4,3,1
1,0,85.0,2.87,126,0,0,0,0,1
1,0,219.0,0.0,18,3,0,0,2,0
1,0,112.0,0.0,0,4,4,0,0,0
1,1,52.0,2.98,60,0,0,0,0,1
1,0,141.0,0.0,64,0,0,0,0,0
0,0,68.0,0.0,130,0,0,0,0,0
0,0,23.0,3.75,22,3,4,4,4,1
0,1,3.0,3.96,60,0,0,0,0,1
0,0,1.0,3.76,25,4,4,4,4,1
1,0,85.0,0.0,0,0,0,0,0,0
1,1,27.0,3.16,66,4,2,4,4,1
1,0,129.0,0.0,65,0,0,0,0,0
0,0,272.0,0.0,0,4,0,0,1,0
1,0,85.0,0.0,87,0,0,3,0,0
1,0,85.0,3.01,98,0,0,4,0,1
1,0,184.0,0.0,3,4,0,0,0,0
1,0,34.0,0.0,0,0,0,0,0,0
1,0,24.0,0.0,0,0,0,0,0,0
1,0,38.0,2.9,7,0,0,4,4,1
1,0,85.0,3.28,48,0,0,0,0,0
0,0,5.0,0.0,0,3,4,1,3,0
1,0,67.0,3.34,20,0,0,4,0,1
1,0,274.0,0.0,0,3,3,2,2,0
1,0,321.0,0.0,34,0,0,0,0,0
0,0,85.0,0.0,0,3,0,0,0,0
0,0,212.0,0.0,0,3,3,-1,-1,0
1,0,407.0,0.0,0,-1,0,0,0,0
1,0,292.0,0.0,0,0,0,0,0,0
1,0,373.0,0.0,74,2,-1,-1,2,0
1,0,206.0,0.0,0,4,3,0,4,0
1,0,83.0,3.9,12,0,0,0,0,1
1,0,11.0,0.0,35,0,-1,0,0,0
1,0,85.0,0.0,34,0,3,4,0,0
1,0,172.0,0.0,38,0,0,-1,0,0
0,0,51.0,0.0,81,0,0,0,0,0
0,0,85.0,0.0,46,0,0,0,0,0
0,0,123.0,3.73,0,4,2,0,3,1
1,0,62.0,0.0,0,3,3,3,4,0
1,0,85.0,0.0,6,4,-1,0,0,0
1,0,38.0,0.0,0,0,0,0,0,0
0,0,14.0,0.0,0,4,4,3,3,0
1,0,85.0,0.0,0,0,0,0,0,0
1,0,300.0,2.31,60,0,0,0,0,1
1,0,18.0,0.0,98,0,0,0,0,0
0,0,14.0,4.0,0,4,4,4,4,1
1,0,85.0,3.35,85,0,0,0,0,1
1,0,58.0,3.56,0,3,4,4,4,1
0,0,268.0,3.91,62,0,3,4,0,1
1,1,88.0,0.0,53,0,3,2,0,0
1,0,56.0,0.0,28,4,3,-1,3,0
0,0,35.0,0.0,122,0,0,0,0,0
1,0,13.0,0.0,0,0,0,0,0,0
1,0,85.0,0.0,13,2,2,-1,2,0
1,0,458.0,0.0,0,-1,0,0,2,0
1,0,26.0,0.0,31,0,3,0,3,0
0,0,85.0,0.0,0,4,4,4,3,0
0,0,50.0,0.0,0,0,0,0,0,0
1,1,2.0,0.0,120,4,0,3,3,0
1,0,85.0,0.0,66,0,0,0,0,0
1,0,320.0,0.0,0,4,0,0,0,0
1,0,514.0,0.0,0,0,0,0,0,0
1,0,11.0,0.0,43,3,3,1,2,0
1,0,26.0,3.75,22,0,0,4,3,1
1,1,7.0,0.0,61,0,4,0,0,0
1,0,19.0,0.0,79,0,3,4,0,0
1,0,211.0,0.0,0,4,4,4,2,0
0,1,56.0,0.0,62,0,0,0,0,0
0,0,85.0,0.0,15,0,0,0,0,0
1,0,85.0,3.08,67,0,0,0,0,1
1,0,95.0,0.0,0,0,0,0,0,0
1,0,85.0,3.14,64,0,0,0,0,1
1,0,265.0,0.0,36,0,0,0,0,0
1,0,85.0,3.32,30,0,0,4,0,1
1,0,110.0,0.0,0,0,0,0,0,0
0,0,85.0,0.0,26,0,4,0,0,0
1,0,185.0,0.0,0,4,0,0,0,0
1,0,48.0,0.0,0,2,-1,0,0,0
1,0,124.0,0.0,0,0,0,0,-1,0
1,0,171.0,0.0,0,0,0,0,0,0
1,0,85.0,0.0,55,0,0,-1,0,0
1,0,205.0,0.0,63,0,0,0,0,0
1,0,334.0,0.0,0,3,-1,0,-1,0
1,0,85.0,0.0,2,4,4,2,3,0
0,0,98.0,3.49,12,3,3,4,2,1
1,0,37.0,0.0,0,4,3,2,2,0
0,0,3.0,3.8,63,0,0,0,0,1
1,0,37.0,0.0,50,4,4,2,4,0
1,0,6.0,0.0,13,4,0,0,4,0
0,1,16.0,3.45,60,0,2,3,0,1
0,0,248.0,0.0,0,4,2,-1,3,0
1,0,58.0,0.0,19,0,0,4,4,0
1,0,10.0,0.0,44,0,4,4,4,0
1,0,187.0,2.95,88,0,0,0,0,1
1,0,342.0,0.0,0,2,-1,4,2,0
1,0,85.0,0.0,54,0,0,0,0,0
0,0,85.0,0.0,70,0,0,0,0,0
1,0,85.0,0.0,0,0,0,0,0,0
1,0,85.0,0.0,30,2,2,-1,2,0
1,0,85.0,2.89,0,0,0,2,0,1
1,0,85.0,0.0,0,3,-1,0,0,0
1,0,104.0,0.0,7,0,0,0,0,0
1,0,229.0,0.0,3,0,0,1,1,0
1,0,37.0,0.0,3,0,0,0,0,0
1,0,294.0,0.0,6,4,3,4,2,0
1,0,408.0,0.0,0,1,0,-1,-1,0
1,1,85.0,0.0,46,0,3,2,0,0
1,0,134.0,0.0,0,0,0,0,0,0
1,0,85.0,0.0,83,0,0,0,0,0
0,0,85.0,0.0,65,0,0,0,0,0
1,0,85.0,0.0,0,0,0,0,0,0
1,0,7.0,3.48,81,0,0,0,0,0
0,0,21.0,3.81,22,4,4,4,3,1
1,0,118.0,0.0,66,0,0,0,0,0
1,0,73.0,0.0,0,3,3,0,0,0
0,0,22.0,3.57,42,3,3,4,0,0
1,0,473.0,0.0,0,0,0,0,-1,0
1,0,18.0,2.77,0,4,2,1,3,0
1,1,85.0,0.0,68,0,0,0,0,0
1,0,267.0,3.4,6,4,3,3,3,1
0,0,24.0,3.44,0,4,0,0,0,1
0,0,186.0,0.0,0,0,0,0,1,0
1,0,85.0,3.45,37,3,4,2,4,1
1,0,323.0,3.19,77,0,0,0,0,1
1,0,13.0,3.81,17,0,0,0,0,1
1,0,61.0,3.43,6,3,3,2,2,1
1,0,137.0,2.98,0,0,0,0,0,0
1,0,85.0,0.0,3,3,3,2,2,0
1,0,579.0,0.0,0,2,3,3,2,0
0,0,36.0,0.0,48,0,0,-1,0,0
1,0,85.0,0.0,23,-1,0,0,3,0
0,0,85.0,0.0,64,0,0,0,0,0
1,0,85.0,3.05,47,0,0,0,0,1
1,0,2.0,4.0,41,0,4,4,4,1
1,0,85.0,0.0,4,0,4,0,3,0
1,0,207.0,0.0,0,0,0,0,0,0
0,0,16.0,0.0,60,0,4,0,2,0
1,0,85.0,0.0,67,0,0,0,0,0
1,1,94.0,0.0,105,0,0,0,0,0
1,0,502.0,0.0,6,-1,0,0,0,0
1,0,517.0,0.0,0,2,4,0,3,0
1,0,61.0,3.66,84,0,0,0,0,1
1,0,85.0,0.0,45,0,0,0,0,0
0,0,96.0,0.0,9,4,2,2,2,0
1,0,163.0,0.0,0,3,0,0,3,0
1,0,97.0,2.59,122,0,0,0,0,1
1,0,85.0,2.67,49,0,0,4,0,1
1,0,266.0,0.0,0,2,0,0,0,0
1,0,183.0,3.47,39,4,4,4,2,1
1,0,85.0,4.0,82,0,0,0,0,1
1,0,85.0,0.0,57,0,0,-1,0,0
0,0,112.0,0.0,0,0,0,0,0,0
1,0,14.0,0.0,0,0,0,0,0,0
1,0,52.0,0.0,0,4,4,4,4,0
1,0,85.0,0.0,0,2,0,0,3,0
1,0,46.0,0.0,0,3,0,0,1,0
1,0,211.0,0.0,62,0,0,3,4,0
0,0,135.0,3.57,3,4,4,2,3,1
1,0,145.0,0.0,51,0,0,1,0,0
1,0,401.0,0.0,0,0,0,0,0,0
1,0,85.0,3.39,63,0,0,0,0,1
1,0,60.0,0.0,46,4,4,4,4,0
1,0,210.0,3.23,67,0,0,0,0,1
1,0,248.0,3.09,0,4,4,2,3,1
1,0,85.0,0.0,29,0,-1,0,0,0
1,0,85.0,2.95,25,0,4,4,4,1
1,0,396.0,0.0,9,0,0,0,0,0
1,0,1.0,3.63,35,4,3,3,4,1
1,0,15.0,0.0,31,3,4,3,3,0
0,0,134.0,0.0,0,-1,0,0,0,0
1,0,85.0,0.0,0,0,0,0,0,0
1,0,85.0,2.93,112,4,0,0,0,1
1,0,195.0,0.0,0,2,3,0,2,0
0,0,135.0,2.36,67,0,0,0,0,1
1,0,268.0,0.0,0,0,0,0,-1,0
1,0,196.0,0.0,66,0,0,0,0,0
1,0,16.0,0.0,26,0,1,0,0,0
1,0,494.0,0.0,30,0,0,0,0,0
1,1,24.0,0.0,129,0,3,4,4,0
1,0,85.0,3.55,0,0,0,0,0,1
1,0,85.0,2.93,52,0,0,0,0,1
1,0,152.0,0.0,0,3,3,2,1,0
1,0,47.0,0.0,0,0,0,0,0,0
0,0,85.0,0.0,60,2,4,2,0,0
1,0,99.0,2.92,0,2,0,0,0,0
1,0,45.0,3.91,0,4,2,4,4,1
1,0,85.0,0.0,0,0,0,0,0,0
1,0,19.0,0.0,18,4,0,0,3,0
1,0,141.0,3.6,28,4,4,3,4,1
1,0,196.0,0.0,61,0,0,2,0,0
1,1,49.0,3.1,60,0,4,3,0,1
1,0,85.0,0.0,0,0,0,0,0,0
1,1,70.0,3.28,60,0,0,0,0,1
1,0,215.0,0.0,64,0,0,0,0,0
0,0,249.0,3.07,74,0,0,0,0,1
0,0,119.0,3.63,43,4,4,4,3,1
1,0,6.0,0.0,20,0,0,0,0,0
1,0,85.0,3.11,18,0,0,0,0,1
1,0,28.0,2.92,0,3,2,4,3,1
1,0,176.0,0.0,0,0,0,0,0,0
1,0,5.0,3.38,39,4,4,4,4,1
1,0,85.0,0.0,35,0,3,0,0,0
1,0,246.0,3.77,22,0,0,0,0,1
1,0,85.0,0.0,0,4,4,3,4,0
0,1,29.0,0.0,56,3,0,0,1,0
1,0,223.0,0.0,42,0,0,0,0,0
0,0,497.0,0.0,0,2,3,0,-1,0
1,0,319.0,0.0,0,0,0,0,0,0
1,0,85.0,0.0,68,0,0,0,0,0
1,0,85.0,3.16,93,0,0,0,0,1
1,0,168.0,0.0,25,2,4,1,4,0
1,0,402.0,0.0,0,0,0,0,0,0
0,0,30.0,0.0,16,0,2,0,2,0
1,0,85.0,2.9,53,0,0,4,0,1
0,0,68.0,3.61,12,0,0,0,0,1
1,0,208.0,0.0,83,0,0,0,0,0
1,0,410.0,0.0,0,0,0,0,0,0
0,0,244.0,3.51,12,3,0,4,3,1
1,0,378.0,0.0,0,0,0,4,0,0
1,0,189.0,0.0,0,2,2,0,2,0
1,0,143.0,0.0,12,2,2,2,0,0
1,0,52.0,0.0,0,0,0,0,0,0
1,0,41.0,2.63,0,3,2,3,3,1
1,0,85.0,3.87,56,4,4,4,4,1
0,0,11.0,0.0,0,4,4,4,4,0
1,0,14.0,0.0,6,0,0,0,0,0
1,0,32.0,0.0,30,0,0,0,0,0
1,0,154.0,3.33,70,0,0,0,0,1
0,0,162.0,0.0,29,0,0,0,0,0
1,0,28.0,3.84,69,0,0,0,0,1
1,0,322.0,0.0,0,-1,0,0,0,0
1,0,21.0,3.45,9,2,0,0,0,0
1,0,85.0,0.0,3,4,4,4,4,0
1,0,85.0,0.0,82,0,0,0,0,0
1,0,85.0,0.0,0,4,3,3,3,0
1,0,189.0,0.0,66,0,0,0,0,0
1,0,27.0,3.67,6,4,4,0,0,1
1,0,119.0,0.0,6,1,0,0,0,0
1,0,85.0,0.0,64,0,0,0,0,0
1,0,85.0,3.82,36,4,4,4,4,1
1,0,54.0,0.0,39,2,1,-1,2,0
1,0,85.0,3.55,50,3,3,3,4,1
1,0,85.0,0.0,55,0,0,4,0,0
0,0,124.0,0.0,0,4,0,0,1,0
1,0,18.0,0.0,51,0,3,3,0,0
1,0,284.0,0.0,5,4,2,1,1,0
1,0,2.0,0.0,78,0,4,0,0,0
0,0,363.0,0.0,0,2,3,-1,0,0
1,0,85.0,0.0,99,0,0,0,0,0
1,0,43.0,0.0,12,3,4,2,2,0
1,0,85.0,0.0,0,0,0,0,0,0
1,0,217.0,0.0,0,0,0,0,0,0
1,0,13.0,3.3,0,3,3,4,3,1
1,0,85.0,0.0,0,4,0,0,0,0
1,0,6.0,0.0,10,0,4,3,4,0
1,0,350.0,0.0,0,0,0,0,0,0
1,0,45.0,2.55,68,0,0,0,0,1
1,0,85.0,0.0,31,4,0,3,4,0
1,0,85.0,3.09,85,0,0,0,0,1
1,0,578.0,0.0,0,0,0,0,0,0
1,1,71.0,0.0,62,3,3,0,0,0
0,0,17.0,3.67,26,0,0,4,3,0
1,0,85.0,0.0,0,0,0,0,0,0
1,0,85.0,0.0,67,0,0,0,0,0
1,0,200.0,2.89,0,3,2,2,3,1
1,0,60.0,0.0,64,0,0,0,0,0
1,0,85.0,0.0,0,0,0,0,0,0
1,0,120.0,0.0,18,4,-1,-1,2,0
1,0,223.0,0.0,0,0,0,0,-1,0
1,0,55.0,0.0,28,0,2,0,0,0
1,0,6.0,3.66,31,0,3,2,4,1
1,0,85.0,0.0,70,0,0,0,0,0
1,0,85.0,3.57,16,0,2,4,3,1
1,0,85.0,0.0,0,4,4,4,4,0
1,0,84.0,0.0,0,3,4,4,4,0
1,0,225.0,0.0,0,0,0,0,0,0
1,0,169.0,0.0,0,4,4,0,4,0
1,0,85.0,2.74,43,0,4,4,0,1
1,0,197.0,0.0,15,0,0,0,0,0
1,0,51.0,0.0,38,0,0,0,0,0
1,0,45.0,0.0,6,4,4,4,3,0
1,1,73.0,3.56,62,0,2,4,2,1
1,0,222.0,2.95,65,0,0,0,0,1
1,1,15.0,0.0,60,0,4,4,0,0
1,0,85.0,0.0,39,0,0,3,0,0
1,0,128.0,2.9,3,3,2,2,0,1
1,0,85.0,2.85,40,0,0,4,0,1
1,0,42.0,0.0,64,0,-1,0,0,0
1,0,130.0,3.41,72,0,0,0,0,1
1,0,85.0,0.0,43,0,0,0,0,0
1,0,4.0,4.0,18,4,4,4,4,1
0,0,12.0,0.0,22,4,4,2,2,0
1,0,226.0,0.0,0,2,3,-1,3,0
0,0,85.0,0.0,57,0,0,2,0,0
0,0,87.0,0.0,0,4,0,0,2,0
1,0,24.0,0.0,0,-1,0,0,0,0
1,0,85.0,0.0,81,0,0,0,0,0
1,0,148.0,0.0,20,0,0,0,3,0
1,0,64.0,3.32,71,0,0,0,0,1
1,0,170.0,0.0,6,4,4,3,3,0
1,0,12.0,0.0,0,0,0,0,0,0
1,0,185.0,0.0,0,4,4,0,4,0
1,0,85.0,0.0,112,0,0,0,0,0
1,0,65.0,0.0,0,2,3,1,-1,0
1,0,23.0,3.86,79,0,0,0,0,1
1,0,35.0,3.72,28,4,4,3,4,1
1,1,29.0,3.27,62,0,0,4,3,1
1,0,143.0,0.0,0,-1,0,0,0,0
0,0,11.0,0.0,39,0,0,3,0,0
1,0,13.0,3.15,6,4,-1,4,3,1
0,0,17.0,3.69,23,0,0,0,0,1
1,0,85.0,0.0,18,0,0,0,0,0
1,0,85.0,0.0,0,4,4,3,3,0
0,1,15.0,0.0,60,0,0,0,0,0
0,0,29.0,0.0,3,3,0,0,-1,0
0,0,29.0,0.0,26,0,4,0,0,0
1,0,72.0,3.15,47,2,3,2,2,1
1,0,85.0,0.0,0,0,0,0,0,0
1,0,129.0,0.0,11,0,0,4,2,0
1,1,42.0,0.0,58,0,0,0,0,0
1,0,64.0,0.0,56,-1,0,0,1,0
1,0,45.0,0.0,9,-1,0,0,-1,0
1,0,579.0,0.0,0,3,4,0,0,0
1,0,69.0,0.0,0,4,3,3,3,0
1,0,172.0,0.0,0,2,3,0,1,0
1,0,316.0,0.0,0,0,0,0,0,0
1,0,11.0,0.0,0,3,3,4,4,0
1,1,60.0,0.0,44,0,0,0,0,0
1,0,124.0,0.0,0,4,0,0,0,0
1,0,85.0,2.95,68,0,0,0,0,1
1,0,129.0,0.0,24,4,3,0,3,0
1,0,241.0,0.0,26,0,0,0,0,0
1,0,309.0,0.0,0,0,0,0,0,0
1,0,85.0,0.0,0,4,3,2,2,0
1,0,14.0,3.68,35,0,4,4,3,1
1,0,328.0,0.0,0,-1,0,0,2,0
1,0,85.0,3.5,43,0,0,4,0,1
1,0,113.0,0.0,0,4,3,2,2,0
1,0,85.0,0.0,62,0,0,0,0,0
1,0,85.0,0.0,0,0,0,0,0,0
1,0,339.0,0.0,12,3,0,0,-1,0
1,0,85.0,3.96,30,4,4,4,0,1
1,0,132.0,0.0,0,3,0,0,0,0
1,0,44.0,0.0,0,2,0,-1,-1,0
0,0,311.0,2.87,0,0,2,4,0,1
1,0,85.0,0.0,0,4,4,4,4,0
0,0,41.0,3.22,35,0,2,2,2,1
0,0,2.0,4.0,12,4,4,4,4,1
1,0,234.0,0.0,0,1,0,0,0,0
1,0,10.0,3.94,57,0,4,4,4,1
1,0,219.0,0.0,0,0,0,0,0,0
1,0,264.0,0.0,0,0,0,0,0,0
0,1,87.0,0.0,50,0,4,0,0,0
1,0,436.0,0.0,0,3,3,-1,-1,0
1,0,85.0,3.9,76,0,0,0,0,1
1,0,580.0,0.0,0,0,0,0,0,0
1,0,6.0,0.0,81,0,0,0,0,0
1,0,85.0,0.0,100,0,0,0,0,0
1,0,35.0,0.0,76,0,0,0,0,0
1,0,85.0,0.0,0,0,0,0,0,0
1,0,85.0,0.0,0,2,3,0,2,0
1,0,85.0,3.48,62,4,2,3,3,1
0,0,85.0,0.0,9,3,0,0,4,0
1,0,85.0,3.5,0,4,4,0,4,1
1,0,85.0,0.0,78,3,0,4,0,0
1,0,85.0,0.0,21,3,2,3,4,0
1,0,8.0,0.0,25,-1,0,0,0,0
1,0,36.0,0.0,0,0,0,0,4,0
1,0,258.0,0.0,0,0,0,0,0,0
1,0,67.0,2.48,41,0,0,0,0,1
1,0,128.0,3.84,20,0,0,4,0,1
0,0,151.0,0.0,0,0,0,0,0,0
1,0,96.0,0.0,15,3,4,3,4,0
1,0,157.0,0.0,0,0,0,0,1,0
1,0,426.0,0.0,0,0,0,0,0,0
1,0,85.0,3.18,146,0,0,0,0,1
1,1,96.0,0.0,24,3,0,-1,-1,0
1,1,84.0,0.0,0,0,0,0,0,0
1,0,495.0,0.0,0,0,0,0,0,0
1,0,354.0,0.0,3,0,0,0,0,0
1,0,85.0,0.0,74,0,0,0,0,0
0,0,85.0,0.0,21,4,4,4,4,0
1,0,490.0,0.0,0,2,0,0,0,0
1,0,108.0,3.0,0,2,2,2,3,1
1,0,228.0,0.0,0,0,0,0,0,0
1,0,472.0,0.0,0,0,0,0,0,0
0,1,31.0,2.83,60,0,0,0,0,1
1,0,46.0,3.61,25,3,2,4,3,1
1,0,85.0,0.0,77,0,0,0,0,0
1,0,135.0,3.43,73,0,0,0,0,1
1,0,410.0,0.0,0,0,0,0,0,0
1,0,23.0,3.18,0,2,2,3,2,1
1,0,115.0,3.33,0,4,2,0,0,1
1,0,276.0,0.0,73,3,3,0,0,0
1,0,85.0,3.35,77,0,0,0,0,1
0,0,14.0,3.94,40,0,0,0,0,1
1,0,85.0,0.0,76,0,0,-1,3,0
1,0,85.0,3.22,38,4,4,3,0,1
1,0,516.0,0.0,0,2,2,0,2,0
1,0,85.0,3.83,0,4,0,4,4,1
1,0,200.0,0.0,0,0,0,0,0,0
1,0,62.0,0.0,35,0,0,0,0,0
1,0,200.0,0.0,0,3,0,-1,-1,0
1,0,268.0,0.0,0,3,0,-1,-1,0
1,0,12.0,3.49,0,4,4,4,2,1
1,0,52.0,0.0,63,3,1,-1,2,0
1,0,85.0,0.0,0,0,0,0,0,0
1,0,85.0,0.0,106,0,0,0,0,0
1,0,163.0,0.0,12,3,0,0,0,0
1,0,85.0,0.0,85,0,0,0,0,0
1,0,38.0,0.0,61,0,0,3,0,0
0,0,3.0,3.15,15,2,0,0,3,0
1,0,119.0,0.0,0,4,4,0,0,0
0,0,3.0,0.0,0,4,0,0,3,0
1,0,471.0,0.0,0,0,0,0,-1,0
0,0,85.0,2.55,0,3,3,2,3,1
1,0,45.0,0.0,86,0,0,-1,0,0
1,1,52.0,3.36,60,0,0,0,0,1
1,0,38.0,0.0,0,4,3,2,2,0
1,1,23.0,0.0,72,0,4,0,0,0
1,0,213.0,0.0,0,4,3,3,4,0
1,0,154.0,3.14,0,4,0,0,2,0
1,0,159.0,0.0,0,0,0,0,0,0
0,0,85.0,0.0,69,0,0,0,0,0
1,0,85.0,2.73,42,0,4,4,0,1
1,0,48.0,0.0,67,0,0,0,0,0
1,0,236.0,3.49,31,0,3,3,0,1
1,0,60.0,0.0,0,0,0,0,0,0
1,0,85.0,0.0,0,4,4,0,0,0
0,0,85.0,0.0,134,4,0,0,3,0
1,0,184.0,0.0,3,2,2,0,3,0
1,0,244.0,0.0,0,4,4,2,2,0
1,0,85.0,0.0,0,0,0,0,0,0
1,1,44.0,2.93,66,0,3,2,0,0
1,0,23.0,0.0,21,4,0,0,2,0
1,0,85.0,2.6,51,0,0,4,3,1
1,0,31.0,0.0,28,0,4,0,3,0
1,0,70.0,0.0,13,0,0,0,0,0
1,0,522.0,0.0,0,2,2,0,-1,0
1,0,85.0,0.0,45,0,3,0,0,0
1,0,85.0,0.0,64,0,3,3,3,0
1,0,85.0,0.0,62,0,0,0,0,0
1,0,32.0,0.0,18,0,0,0,0,0
1,0,172.0,0.0,24,4,0,0,0,0
1,0,134.0,0.0,0,0,0,0,0,0
0,0,1.0,3.77,50,4,4,4,3,1
1,0,543.0,0.0,0,0,0,0,0,0
1,0,153.0,0.0,0,4,4,2,3,0
0,0,21.0,0.0,80,0,0,0,1,0
1,0,74.0,0.0,38,0,4,3,3,0
1,0,86.0,0.0,0,3,0,0,0,0
1,0,74.0,0.0,53,3,4,4,4,0
1,0,219.0,0.0,0,4,0,0,2,0
1,0,85.0,3.37,70,0,0,0,0,1
1,0,4.0,0.0,61,0,0,2,2,0
1,1,29.0,3.52,64,0,0,0,0,1
1,0,85.0,0.0,0,-1,0,0,-1,0
1,0,523.0,0.0,3,0,0,0,0,0
1,0,95.0,0.0,17,3,0,0,0,0
1,0,85.0,0.0,0,4,4,3,4,0
1,0,85.0,0.0,0,0,0,0,0,0
0,0,128.0,3.12,0,0,0,0,1,1
1,1,27.0,3.54,75,0,4,0,4,1
0,0,61.0,0.0,0,-1,0,0,0,0
1,0,98.0,3.82,85,0,0,0,0,1
1,0,75.0,0.0,6,0,0,0,0,0
1,0,89.0,3.7,69,0,0,0,0,1
0,0,4.0,0.0,43,4,4,3,0,0
1,0,7.0,3.46,31,4,4,2,4,1
1,0,55.0,0.0,18,1,0,-1,2,0
1,0,224.0,0.0,0,2,0,0,1,0
1,0,71.0,0.0,35,0,4,1,4,0
1,0,35.0,3.7,4,4,4,3,3,1
0,0,21.0,3.96,6,4,4,4,2,1
1,0,46.0,0.0,93,2,4,2,3,0
0,0,85.0,0.0,0,0,0,0,0,0
1,0,34.0,0.0,15,4,0,0,0,0
1,0,77.0,0.0,0,0,0,0,0,0
1,1,63.0,0.0,28,-1,0,0,0,0
0,0,24.0,0.0,15,4,4,3,4,0
1,0,137.0,0.0,0,0,0,0,0,0
1,0,85.0,3.05,63,0,0,0,0,1
1,0,135.0,3.72,15,4,4,4,4,1
1,0,158.0,0.0,0,0,0,0,0,0
1,0,85.0,2.44,49,0,0,0,0,1
1,0,85.0,0.0,52,0,0,0,0,0
1,0,85.0,0.0,43,4,3,2,0,0
1,0,30.0,0.0,15,0,0,0,0,0
1,1,61.0,0.0,25,0,0,0,0,0
1,0,15.0,0.0,0,2,0,1,1,0
1,0,124.0,0.0,68,0,0,0,0,0
1,0,66.0,0.0,68,0,0,0,0,0
1,0,165.0,3.07,77,0,0,0,0,1
1,0,173.0,0.0,28,4,0,0,0,0
1,0,31.0,0.0,15,4,4,2,2,0
0,0,6.0,3.69,39,4,4,4,0,1
1,0,164.0,0.0,0,0,0,0,0,0
0,0,44.0,3.08,10,4,2,3,3,1
1,0,249.0,0.0,0,4,2,0,0,0
1,0,297.0,0.0,0,4,4,2,4,0
1,0,85.0,0.0,30,0,0,0,0,0
1,0,113.0,0.0,39,0,0,0,0,0
1,1,45.0,3.55,132,3,3,4,0,1
1,1,83.0,0.0,63,0,0,0,0,0
0,0,77.0,3.21,0,4,3,2,3,1
1,0,119.0,0.0,0,0,0,0,0,0
1,0,85.0,0.0,52,0,0,0,0,0
1,0,18.0,0.0,25,0,0,0,0,0
1,0,91.0,0.0,0,4,4,-1,4,0
0,0,25.0,3.4,56,0,0,4,2,1
0,0,62.0,0.0,0,0,0,0,0,0
0,0,2.0,0.0,27,4,0,0,1,0
1,0,533.0,0.0,0,-1,0,0,0,0
1,0,37.0,0.0,16,0,0,0,0,0
1,1,33.0,3.02,143,3,0,2,0,1
0,0,87.0,3.43,90,0,0,3,0,1
1,0,236.0,0.0,0,0,0,0,0,0
1,0,214.0,2.82,24,2,3,0,2,0
1,1,55.0,2.86,87,0,0,0,0,1
1,1,51.0,3.25,62,0,0,0,0,1
1,0,85.0,2.74,80,0,0,0,0,1
1,0,85.0,0.0,0,0,0,0,0,0
1,0,509.0,0.0,0,0,0,0,0,0
1,0,85.0,0.0,0,0,0,0,0,0
1,0,20.0,0.0,13,4,4,4,4,0
1,0,85.0,0.0,4,0,4,0,3,0
1,0,85.0,3.15,95,0,0,0,0,1
1,0,382.0,0.0,0,0,0,0,1,0
1,1,5.0,2.81,60,0,2,4,0,1
0,0,172.0,0.0,28,0,4,0,4,0
1,0,243.0,0.0,3,2,1,-1,1,0
1,0,135.0,0.0,0,0,0,0,0,0
1,0,225.0,0.0,0,4,4,4,3,0
1,0,18.0,0.0,0,4,4,3,3,0
1,1,32.0,2.91,60,0,4,2,0,1
1,0,85.0,0.0,24,0,0,0,0,0
1,0,11.0,0.0,0,4,4,4,4,0
0,0,15.0,3.6,17,0,4,4,4,1
