Gender,Early College HS?,HS Rank,GPA at Graduation,Credits Transferred,Cal 1 Final Grade (MATH 1411),Cal 2 Final Grade (MATH 1312),Statics Final Grade (MECH 1321),Chemistry Final Grade (CHEM 1305),degree_completion
0,0,200.0,3.45,68,0,0,0,0,1
1,0,131.0,3.67,85,0,0,0,0,1
1,0,85.0,0.0,73,0,0,0,0,0
1,0,85.0,0.0,47,0,0,4,0,0
1,0,214.0,3.13,0,2,2,3,2,1
1,0,16.0,3.73,0,0,0,4,0,1
0,0,110.0,2.68,80,0,0,0,0,1
1,0,20.0,0.0,47,3,2,4,2,0
1,0,85.0,0.0,0,0,0,0,0,0
1,0,85.0,0.0,42,0,0,0,0,0
1,0,248.0,0.0,0,0,0,0,0,0
1,0,542.0,0.0,0,0,0,0,0,0
1,0,165.0,0.0,15,3,3,0,-1,0
1,0,27.0,2.85,65,0,2,0,0,1
1,0,421.0,0.0,0,0,0,0,0,0
1,0,85.0,3.16,54,0,0,0,0,1
1,0,172.0,0.0,15,3,3,0,0,0
1,0,184.0,2.75,12,0,0,0,0,1
1,0,335.0,0.0,8,0,2,0,0,0
1,0,18.0,4.0,49,0,4,4,0,0
1,0,2.0,3.86,19,0,0,4,4,1
1,0,51.0,0.0,0,3,3,0,3,0
1,0,27.0,2.71,114,0,0,0,0,1
0,0,362.0,2.74,29,3,3,2,3,1
1,0,516.0,0.0,0,0,0,0,0,0
1,0,33.0,0.0,0,-1,0,0,0,0
1,0,85.0,3.17,104,0,0,2,0,1
1,1,92.0,0.0,30,0,0,0,0,0
1,0,36.0,0.0,12,4,4,0,4,0
1,0,344.0,0.0,0,0,0,0,0,0
1,0,332.0,0.0,0,0,0,0,-1,0
1,0,85.0,0.0,63,0,0,0,0,0
1,0,115.0,0.0,54,0,0,2,0,0
1,0,425.0,0.0,0,3,3,0,0,0
1,0,494.0,0.0,0,0,0,0,0,0
1,1,49.0,0.0,60,0,0,3,2,0
1,1,40.0,3.37,62,0,2,0,0,0
1,0,197.0,3.26,0,4,4,2,2,1
0,0,14.0,3.95,100,0,0,0,0,1
1,0,23.0,0.0,58,0,0,2,0,0
1,0,85.0,0.0,2,1,0,0,2,0
1,0,306.0,0.0,40,2,3,2,2,0
1,0,85.0,0.0,55,0,0,0,0,0
1,0,390.0,0.0,0,0,0,0,0,0
1,0,265.0,0.0,47,0,0,0,0,0
1,0,462.0,0.0,0,0,0,0,-1,0
1,0,209.0,0.0,0,0,0,0,0,0
1,0,1.0,2.92,49,3,3,3,3,1
1,0,247.0,0.0,0,0,0,0,0,0
1,0,143.0,0.0,0,3,4,4,2,0
1,0,505.0,0.0,72,0,0,0,0,0
0,0,6.0,0.0,6,4,4,4,4,0
1,1,9.0,0.0,68,0,4,1,4,0
1,0,1.0,3.74,28,4,3,3,3,1
0,0,85.0,3.95,73,0,0,0,0,1
1,0,6.0,0.0,64,0,0,0,4,0
1,0,14.0,0.0,0,4,4,0,0,0
1,0,77.0,0.0,55,-1,0,-1,0,0
1,0,79.0,0.0,64,0,0,0,0,0
1,0,85.0,3.53,68,0,0,0,0,1
1,0,85.0,0.0,77,0,4,0,0,0
1,0,9.0,2.91,56,0,0,0,0,1
1,0,144.0,2.62,0,2,3,2,3,1
1,0,39.0,3.17,0,3,3,0,0,1
1,0,10.0,0.0,0,0,0,0,0,0
0,0,85.0,0.0,0,4,4,3,3,0
1,1,96.0,3.04,61,0,0,0,0,1
1,0,223.0,2.96,0,2,4,4,2,1
1,0,23.0,0.0,0,4,3,4,4,0
0,0,15.0,0.0,32,2,0,4,0,0
1,0,38.0,0.0,0,0,0,0,-1,0
1,0,194.0,2.87,22,0,0,0,0,1
1,0,85.0,0.0,102,0,0,0,0,0
1,0,85.0,2.93,100,4,0,0,0,1
1,0,227.0,0.0,0,0,0,0,0,0
1,0,313.0,0.0,0,0,0,0,-1,0
1,0,30.0,0.0,0,0,0,0,1,0
0,0,25.0,3.33,65,0,0,1,0,1
1,1,21.0,0.0,66,0,0,0,0,0
1,0,235.0,0.0,21,4,0,0,4,0
0,0,85.0,2.81,56,3,3,2,2,1
1,0,64.0,0.0,0,0,0,0,0,0
1,0,15.0,3.56,18,3,4,4,3,0
1,0,311.0,0.0,0,0,0,0,0,0
1,0,157.0,0.0,0,0,0,0,0,0
1,0,84.0,0.0,25,0,0,0,0,0
1,0,190.0,0.0,64,0,0,0,0,0
1,0,285.0,2.99,15,3,3,3,3,1
1,0,19.0,0.0,61,0,0,3,4,0
1,0,311.0,0.0,8,-1,0,0,0,0
0,0,64.0,0.0,25,2,-1,1,0,0
1,0,7.0,3.42,28,4,2,4,2,1
1,0,14.0,0.0,19,4,3,0,2,0
1,0,85.0,3.67,101,0,0,0,0,1
1,0,621.0,3.19,0,0,0,0,0,0
1,0,29.0,2.78,37,2,2,4,3,1
1,0,113.0,0.0,0,0,0,0,0,0
1,0,357.0,0.0,0,0,0,0,0,0
1,0,85.0,0.0,33,0,0,4,0,0
1,0,19.0,3.01,0,3,0,0,3,1
1,1,45.0,3.7,73,0,0,0,0,1
1,0,43.0,3.44,40,4,2,3,3,1
1,0,45.0,3.01,0,3,0,0,3,1
1,0,133.0,0.0,0,3,4,3,3,0
0,0,2.0,3.43,40,0,0,2,3,1
1,0,615.0,0.0,0,0,0,0,0,0
0,0,23.0,0.0,0,0,0,0,0,0
1,0,23.0,3.38,71,0,-1,0,0,0
1,0,34.0,0.0,15,0,0,0,0,0
1,0,296.0,3.79,0,4,4,3,3,1
1,0,162.0,0.0,0,0,2,0,0,0
1,0,73.0,3.14,56,0,0,4,4,1
1,0,49.0,0.0,12,4,3,3,3,0
1,0,493.0,0.0,0,0,0,0,0,0
1,0,359.0,0.0,0,-1,0,0,0,0
1,0,499.0,0.0,0,-1,0,0,-1,0
1,0,168.0,0.0,0,0,0,0,0,0
1,0,19.0,0.0,60,2,4,4,4,0
1,0,85.0,2.68,78,0,2,0,0,1
1,0,111.0,3.5,6,3,4,4,3,1
1,0,7.0,3.76,61,0,0,3,0,1
1,0,477.0,0.0,57,-1,0,2,2,0
1,0,85.0,0.0,106,0,0,0,0,0
1,0,476.0,0.0,0,2,0,0,0,0
1,0,143.0,3.81,0,4,4,2,4,1
1,0,486.0,3.1,0,2,3,2,3,1
1,0,34.0,0.0,0,0,0,0,0,0
1,0,38.0,3.97,0,4,4,4,4,1
1,0,85.0,0.0,42,0,0,4,0,0
1,1,26.0,0.0,62,0,0,2,0,0
1,0,85.0,3.55,0,4,4,4,4,1
1,0,96.0,3.83,0,4,2,0,0,1
1,0,242.0,2.92,68,0,0,0,0,1
1,0,103.0,0.0,0,3,4,3,3,0
1,0,9.0,0.0,0,0,0,0,0,0
1,0,606.0,0.0,0,0,0,0,-1,0
1,0,129.0,0.0,70,0,0,2,0,0
1,0,12.0,3.87,61,0,0,0,0,1
1,0,85.0,3.43,69,0,0,0,0,1
1,0,637.0,0.0,0,3,0,0,0,0
1,0,85.0,0.0,0,4,4,4,4,0
1,0,125.0,0.0,0,0,0,0,0,0
1,0,641.0,0.0,12,0,0,0,-1,0
1,0,261.0,0.0,0,0,0,0,0,0
0,0,311.0,0.0,0,0,0,0,0,0
1,0,85.0,2.59,76,0,2,0,0,1
1,0,149.0,3.01,73,0,0,0,0,1
1,0,20.0,0.0,49,0,0,0,0,0
1,0,85.0,0.0,38,0,0,4,0,0
1,0,72.0,0.0,0,0,0,0,0,0
0,0,263.0,0.0,0,0,0,0,0,0
0,0,85.0,3.09,90,0,2,0,0,1
1,0,162.0,0.0,0,0,0,0,0,0
1,0,85.0,0.0,0,0,0,-1,-1,0
1,0,119.0,0.0,0,3,4,0,2,0
0,0,4.0,3.93,35,0,4,4,4,1
0,0,257.0,0.0,0,0,0,0,0,0
1,0,85.0,0.0,45,0,3,0,0,0
1,0,129.0,3.78,10,0,0,4,3,1
0,0,131.0,0.0,0,4,0,0,0,0
1,0,85.0,0.0,81,0,0,0,0,0
1,0,301.0,0.0,4,0,2,-1,-1,0
1,0,590.0,0.0,0,0,0,0,0,0
1,1,41.0,2.99,51,3,4,4,0,1
1,0,254.0,0.0,0,0,0,0,0,0
1,0,123.0,3.05,0,2,4,3,2,1
1,0,10.0,3.83,0,4,4,4,4,1
1,1,85.0,0.0,24,0,0,0,-1,0
1,0,25.0,0.0,80,0,0,0,0,0
1,0,57.0,0.0,50,0,0,0,0,0
1,0,85.0,2.87,81,0,0,0,0,1
1,0,62.0,3.58,83,0,0,0,0,1
1,0,275.0,0.0,0,3,4,3,2,0
1,0,76.0,3.5,25,0,4,4,4,0
1,0,55.0,0.0,108,0,0,0,0,0
0,0,9.0,3.16,108,0,0,0,0,1
1,0,85.0,3.0,62,0,0,0,0,1
1,0,313.0,0.0,0,0,0,0,0,0
1,0,52.0,0.0,0,3,0,0,0,0
1,0,133.0,0.0,0,2,2,-1,2,0
1,0,129.0,0.0,0,2,3,-1,3,0
1,0,85.0,0.0,95,0,0,0,0,0
1,0,7.0,0.0,6,0,0,0,0,0
1,0,105.0,0.0,0,0,0,0,0,0
1,0,12.0,3.0,0,4,-1,-1,0,0
1,0,87.0,3.72,69,0,0,3,0,1
1,0,85.0,3.66,18,2,4,0,2,1
1,0,27.0,0.0,0,4,0,3,3,0
1,0,83.0,0.0,0,3,4,3,3,0
0,1,31.0,3.73,60,0,4,3,0,1
1,0,85.0,0.0,0,1,0,0,2,0
1,1,93.0,0.0,69,0,-1,0,0,0
1,0,305.0,0.0,0,0,0,0,0,0
1,0,105.0,0.0,4,4,4,3,4,0
1,0,48.0,0.0,0,-1,0,4,0,0
1,0,85.0,0.0,38,0,2,2,0,0
1,0,39.0,3.53,12,0,0,0,0,0
0,0,23.0,3.51,26,0,0,0,0,1
1,0,335.0,0.0,0,0,0,0,0,0
1,0,85.0,0.0,44,0,0,0,0,0
0,0,1.0,3.69,4,0,4,4,4,1
1,0,194.0,0.0,0,0,0,0,2,0
1,0,221.0,0.0,0,0,0,0,0,0
1,1,88.0,0.0,44,0,0,0,0,0
1,0,47.0,3.41,79,0,0,0,0,1
1,0,85.0,0.0,0,0,0,0,0,0
1,0,25.0,3.2,0,4,3,2,3,1
1,0,6.0,3.57,51,4,4,4,4,1
1,0,436.0,0.0,38,0,0,0,0,0
0,0,32.0,0.0,29,4,4,2,2,0
1,0,167.0,0.0,0,0,0,0,0,0
1,0,71.0,0.0,0,4,0,0,4,0
1,0,281.0,0.0,0,4,0,0,0,0
1,0,46.0,0.0,64,0,0,0,0,0
1,0,85.0,0.0,0,0,0,0,0,0
1,0,20.0,0.0,13,0,3,3,3,0
1,0,85.0,3.16,25,0,0,4,0,1
1,0,9.0,3.32,18,4,3,2,3,1
1,1,28.0,3.57,58,0,0,0,0,1
0,0,29.0,0.0,48,3,4,-1,0,0
1,0,85.0,0.0,61,0,0,0,0,0
1,0,34.0,3.87,68,0,0,0,0,1
1,0,115.0,3.19,0,4,4,0,2,1
1,0,430.0,0.0,0,2,2,0,1,0
1,0,85.0,3.78,71,0,0,0,0,1
1,0,275.0,3.01,43,0,0,0,0,1
0,0,85.0,0.0,57,0,0,0,0,0
1,0,467.0,0.0,0,0,0,0,-1,0
1,0,451.0,0.0,0,2,3,0,0,0
0,0,21.0,3.52,21,3,3,4,3,1
0,0,242.0,0.0,0,4,4,4,4,0
1,0,85.0,0.0,0,4,4,4,4,0
1,0,85.0,0.0,62,0,0,0,0,0
1,0,85.0,0.0,57,0,0,2,0,0
1,1,48.0,3.52,57,2,4,2,3,1
1,0,33.0,3.69,58,0,0,2,4,1
1,0,179.0,3.38,32,4,4,4,0,1
1,0,72.0,3.53,113,4,0,0,0,1
1,0,85.0,0.0,23,0,0,0,0,0
1,0,258.0,0.0,0,0,0,0,0,0
1,0,297.0,3.46,12,4,0,3,2,1
1,0,351.0,3.32,0,2,4,3,3,1
1,0,85.0,0.0,0,0,0,0,0,0
0,0,54.0,0.0,71,0,0,0,0,0
0,0,245.0,0.0,55,3,0,0,0,0
0,0,188.0,2.86,87,0,0,0,0,1
1,0,85.0,0.0,65,-1,0,0,0,0
1,1,12.0,3.58,62,0,0,0,4,0
1,0,293.0,0.0,0,-1,0,0,0,0
1,0,54.0,0.0,88,3,4,3,4,0
0,0,160.0,0.0,0,2,3,-1,2,0
0,0,85.0,3.4,32,4,0,2,3,1
1,0,85.0,3.04,0,3,3,3,3,1
1,0,367.0,0.0,0,4,4,0,0,0
1,0,151.0,0.0,44,0,4,0,0,0
0,0,6.0,0.0,15,4,4,4,4,0
1,0,275.0,0.0,34,3,4,0,0,0
1,0,125.0,0.0,0,4,4,0,0,0
1,0,65.0,0.0,31,3,-1,-1,2,0
1,0,133.0,0.0,6,4,0,0,2,0
1,0,85.0,0.0,29,0,3,3,0,0
1,0,12.0,0.0,48,4,0,0,3,0
0,0,215.0,0.0,46,4,4,0,0,0
1,0,288.0,3.37,0,3,3,3,2,1
0,0,85.0,3.43,80,0,0,0,0,1
1,0,308.0,0.0,0,4,4,2,4,0
1,0,335.0,0.0,67,0,4,0,0,0
1,0,37.0,3.58,73,0,4,3,0,1
1,0,85.0,2.97,0,4,4,4,0,1
1,0,408.0,0.0,0,3,3,0,2,0
1,0,47.0,0.0,7,0,0,4,4,0
1,0,255.0,0.0,0,0,0,0,0,0
1,0,85.0,3.88,68,0,0,0,0,1
1,0,9.0,0.0,53,0,0,0,0,0
1,0,98.0,0.0,15,0,0,0,0,0
1,0,85.0,3.81,124,0,0,0,0,0
1,0,4.0,0.0,16,4,4,4,4,0
1,0,19.0,3.17,44,0,0,2,4,1
1,0,362.0,0.0,0,2,3,2,3,0
1,0,233.0,0.0,4,0,4,2,2,0
1,0,85.0,0.0,0,4,2,4,4,0
0,0,283.0,0.0,15,2,3,-1,-1,0
1,0,189.0,0.0,0,0,0,0,0,0
0,0,25.0,0.0,7,4,-1,0,-1,0
1,0,72.0,3.73,40,4,4,3,2,1
0,0,66.0,0.0,24,4,4,3,3,0
0,0,47.0,0.0,62,0,0,0,0,0
1,0,188.0,0.0,0,2,-1,0,0,0
0,0,21.0,3.12,21,0,0,0,0,0
1,0,121.0,0.0,0,4,4,2,4,0
1,0,14.0,0.0,58,0,4,0,4,0
1,0,85.0,2.35,73,0,0,0,0,1
1,0,630.0,0.0,0,0,0,0,0,0
1,0,111.0,3.77,31,0,0,2,4,1
1,0,252.0,3.35,66,0,0,0,0,1
1,0,160.0,0.0,0,3,0,0,0,0
1,0,225.0,3.33,6,2,-1,2,2,0
1,0,33.0,0.0,6,2,2,2,2,0
1,0,306.0,2.43,70,0,0,0,0,1
1,0,692.0,0.0,70,0,0,0,0,0
1,0,85.0,0.0,0,0,0,0,0,0
1,0,85.0,3.1,19,0,0,4,0,1
1,1,116.0,3.03,55,0,4,2,0,1
1,0,391.0,0.0,0,0,0,0,0,0
1,0,198.0,3.25,77,0,0,0,0,1
1,0,85.0,0.0,30,0,-1,4,0,0
1,0,271.0,0.0,0,4,3,4,4,0
1,0,61.0,0.0,0,4,0,0,3,0
1,0,85.0,0.0,0,0,0,0,0,0
0,0,51.0,0.0,0,2,0,0,0,0
1,0,145.0,0.0,0,0,0,0,0,0
1,0,364.0,0.0,0,3,0,0,3,0
1,0,241.0,0.0,0,3,0,0,1,0
1,0,272.0,0.0,74,0,0,0,0,0
1,0,85.0,0.0,38,0,0,3,0,0
1,0,143.0,0.0,0,4,4,3,3,0
1,0,53.0,3.98,67,0,0,4,0,1
1,0,85.0,0.0,0,0,0,0,0,0
1,0,85.0,3.0,0,3,2,2,1,0
1,0,211.0,0.0,0,0,0,0,0,0
0,0,308.0,0.0,43,0,0,0,-1,0
0,0,13.0,0.0,0,4,4,3,3,0
1,0,85.0,0.0,59,0,0,0,0,0
1,0,85.0,3.48,68,0,0,0,0,1
1,0,85.0,3.97,36,0,0,0,0,1
1,0,85.0,0.0,82,0,0,0,0,0
1,0,85.0,0.0,0,0,0,0,0,0
1,0,317.0,0.0,0,0,0,0,0,0
0,0,92.0,0.0,62,0,0,0,0,0
1,0,56.0,0.0,18,3,4,0,2,0
1,0,85.0,0.0,30,0,0,4,0,0
1,0,58.0,0.0,0,2,2,0,0,0
0,0,163.0,3.48,36,4,4,3,4,1
1,0,51.0,0.0,0,4,0,0,4,0
1,0,478.0,0.0,0,0,0,0,0,0
1,0,192.0,3.04,67,0,0,0,0,1
1,0,176.0,0.0,65,0,0,0,0,0
1,0,241.0,0.0,0,0,0,0,0,0
1,0,101.0,2.95,65,0,0,0,0,1
1,0,133.0,3.45,97,0,0,0,0,1
1,0,85.0,0.0,44,0,0,0,0,0
1,0,16.0,0.0,15,4,4,-1,-1,0
1,0,5.0,3.44,19,0,4,3,4,1
0,0,85.0,2.92,58,0,0,0,0,0
0,0,85.0,3.1,130,0,0,0,0,1
1,0,85.0,2.72,43,4,4,4,0,1
1,0,283.0,0.0,5,3,4,0,0,0
1,0,227.0,3.29,0,4,4,0,0,1
1,0,92.0,3.48,15,3,4,4,2,1
1,0,85.0,0.0,71,0,0,0,0,0
1,0,85.0,2.67,77,0,0,0,0,1
1,0,3.0,3.78,38,0,0,4,4,1
0,0,25.0,0.0,67,0,0,0,0,0
1,0,284.0,0.0,64,0,0,0,0,0
1,0,53.0,0.0,37,4,0,0,-1,0
1,0,4.0,3.84,61,0,3,4,4,1
1,0,213.0,0.0,59,0,0,0,0,0
1,0,102.0,0.0,0,4,4,4,4,0
1,0,85.0,3.22,19,0,0,0,0,1
1,0,85.0,3.62,43,0,4,4,4,1
1,0,85.0,0.0,68,0,0,0,0,0
1,0,192.0,0.0,3,-1,0,0,3,0
1,0,529.0,0.0,71,0,0,0,0,0
1,0,155.0,0.0,0,0,0,0,0,0
0,0,1.0,0.0,0,0,0,0,0,0
1,0,51.0,0.0,18,-1,0,0,0,0
1,0,245.0,0.0,0,0,0,0,0,0
1,0,15.0,0.0,32,0,4,3,3,0
1,0,85.0,3.2,59,3,2,4,0,1
1,0,165.0,0.0,74,0,0,0,0,0
1,0,302.0,0.0,0,4,4,3,3,0
0,1,6.0,0.0,70,0,4,0,0,0
1,0,155.0,0.0,0,4,4,1,2,0
1,0,90.0,0.0,60,3,3,0,0,0
0,0,85.0,3.52,80,0,0,0,0,1
1,0,144.0,0.0,16,4,0,0,0,0
0,0,3.0,3.71,9,4,3,4,4,1
1,0,134.0,4.0,0,4,4,0,0,1
1,0,107.0,3.86,0,4,4,4,4,1
1,0,253.0,0.0,67,0,0,0,0,0
1,0,32.0,0.0,0,1,0,-1,-1,0
1,0,35.0,0.0,0,4,4,0,0,0
1,0,63.0,3.86,7,0,0,2,4,1
1,0,26.0,0.0,0,3,0,0,0,0
1,0,156.0,0.0,0,0,0,0,0,0
1,0,400.0,0.0,0,0,0,0,1,0
1,0,85.0,2.6,58,0,0,0,1,1
1,0,85.0,0.0,197,0,0,0,0,0
0,1,8.0,3.76,61,0,0,0,0,1
1,0,23.0,0.0,18,0,0,0,0,0
1,0,89.0,3.79,0,4,2,2,2,1
0,0,4.0,3.72,36,4,4,0,3,1
1,0,180.0,3.61,64,0,0,0,0,1
0,1,82.0,0.0,69,2,-1,3,3,0
1,0,85.0,0.0,0,0,0,0,-1,0
1,0,187.0,0.0,18,2,0,-1,-1,0
0,0,85.0,0.0,60,3,-1,0,0,0
1,0,85.0,0.0,0,0,0,0,0,0
1,0,194.0,3.06,85,0,0,0,0,1
1,1,84.0,0.0,75,3,2,0,3,0
1,0,264.0,0.0,0,0,0,0,0,0
1,0,142.0,0.0,87,0,0,0,0,0
1,0,68.0,3.3,3,3,3,3,3,1
1,0,408.0,0.0,0,4,3,2,2,0
0,0,85.0,0.0,33,0,4,4,0,0
1,0,151.0,0.0,63,0,3,3,2,0
1,0,59.0,3.69,90,0,0,0,0,1
1,0,167.0,0.0,38,3,0,0,-1,0
1,0,85.0,3.82,80,0,0,0,0,1
1,0,316.0,0.0,0,0,0,0,0,0
1,1,67.0,3.48,61,0,-1,0,0,0
1,0,19.0,0.0,67,0,0,-1,4,0
1,0,65.0,3.25,9,2,4,2,4,1
0,0,85.0,0.0,51,0,0,0,0,0
1,0,85.0,0.0,0,4,4,4,3,0
1,0,262.0,0.0,0,4,4,4,4,0
1,0,61.0,2.93,67,0,0,0,3,1
1,0,27.0,3.94,40,4,4,4,0,1
1,0,217.0,2.9,17,0,4,2,2,1
1,0,25.0,0.0,0,3,2,0,1,0
1,0,4.0,0.0,26,3,4,2,4,0
1,0,85.0,0.0,0,4,4,4,4,0
1,0,21.0,0.0,28,0,4,3,0,0
1,0,19.0,0.0,0,0,0,0,0,0
1,0,28.0,0.0,39,4,3,0,0,0
1,0,85.0,0.0,91,0,0,0,0,0
1,0,25.0,0.0,15,4,4,3,3,0
0,0,1.0,3.73,21,4,4,3,3,1
1,0,85.0,0.0,0,0,0,0,0,0
1,0,91.0,0.0,0,2,0,-1,-1,0
1,0,51.0,3.45,67,0,0,0,0,1
1,0,7.0,3.74,44,4,4,4,4,1
1,0,296.0,0.0,50,3,-1,-1,0,0
1,0,53.0,2.79,18,3,2,2,3,1
0,0,85.0,0.0,11,0,0,0,0,0
0,0,194.0,0.0,0,0,0,0,0,0
0,0,165.0,0.0,0,4,4,2,4,0
1,0,94.0,0.0,15,0,0,0,0,0
1,0,273.0,3.18,0,4,3,3,2,1
1,0,27.0,0.0,19,0,0,0,-1,0
1,0,55.0,0.0,40,0,4,3,3,0
1,0,259.0,0.0,9,0,0,0,0,0
1,0,32.0,0.0,31,0,3,0,0,0
1,0,529.0,0.0,35,0,0,0,0,0
1,0,267.0,2.86,71,0,0,0,0,1
1,0,456.0,0.0,0,3,0,2,2,0
1,0,161.0,0.0,0,0,0,0,-1,0
1,0,65.0,0.0,71,0,0,0,0,0
1,0,85.0,0.0,0,-1,0,-1,2,0
0,0,24.0,3.31,65,0,0,0,0,1
0,0,85.0,0.0,0,4,4,3,3,0
1,0,466.0,0.0,0,3,2,2,2,0
1,0,275.0,0.0,39,0,0,0,0,0
1,0,85.0,3.07,0,0,0,0,0,0
1,0,85.0,0.0,58,4,0,4,4,0
0,0,85.0,3.97,24,4,4,4,4,1
1,0,177.0,0.0,0,-1,0,0,0,0
1,0,85.0,2.76,49,0,0,0,0,1
1,0,85.0,0.0,0,0,0,0,0,0
1,0,85.0,3.08,56,0,0,4,0,1
1,0,331.0,0.0,0,0,0,0,0,0
1,0,117.0,0.0,0,0,0,0,0,0
1,0,174.0,0.0,0,2,0,2,2,0
1,0,137.0,0.0,0,4,0,0,0,0
0,0,13.0,0.0,54,4,4,0,3,0
1,0,199.0,3.81,97,0,0,0,0,1
1,0,30.0,0.0,22,0,0,0,0,0
1,0,267.0,3.48,51,0,0,4,0,1
1,0,35.0,0.0,99,3,0,0,0,0
1,0,282.0,0.0,12,0,0,0,0,0
1,0,196.0,3.75,18,0,0,0,0,1
1,0,161.0,0.0,0,0,0,0,0,0
1,0,85.0,0.0,68,0,0,4,0,0
0,0,112.0,0.0,0,0,0,0,0,0
0,0,243.0,0.0,75,2,4,-1,-1,0
1,0,596.0,0.0,0,0,0,0,0,0
1,0,136.0,0.0,35,4,4,0,4,0
1,0,699.0,0.0,0,0,0,0,0,0
1,0,84.0,0.0,60,3,3,2,2,0
1,0,286.0,3.35,50,0,0,0,0,1
1,0,85.0,3.24,64,0,0,0,0,0
1,0,108.0,0.0,14,0,4,4,0,0
0,0,15.0,3.25,23,2,4,3,0,1
1,0,28.0,0.0,7,0,0,0,0,0
0,0,85.0,3.7,0,4,4,3,4,1
1,0,85.0,3.29,68,0,0,0,0,0
1,0,24.0,3.94,13,0,0,4,4,1
1,1,10.0,3.72,60,0,0,0,0,1
1,0,85.0,2.83,50,0,4,0,2,1
1,0,383.0,0.0,0,-1,0,0,0,0
1,0,135.0,3.82,0,4,4,4,4,1
1,0,28.0,3.12,76,0,0,2,0,1
1,0,61.0,3.89,74,0,0,0,0,1
1,1,8.0,4.0,74,0,0,4,0,1
1,0,85.0,0.0,61,4,4,4,4,0
1,0,111.0,0.0,0,4,4,4,4,0
0,0,58.0,0.0,11,0,4,0,0,0
1,0,10.0,0.0,85,0,4,0,0,0
1,0,7.0,3.74,0,3,4,3,4,1
1,0,85.0,2.93,26,0,4,4,0,1
1,0,270.0,0.0,0,4,4,3,3,0
1,0,85.0,0.0,5,0,0,-1,-1,0
0,0,73.0,0.0,18,3,2,4,4,0
1,0,88.0,0.0,42,0,4,4,0,0
1,0,85.0,0.0,51,0,0,0,0,0
1,0,85.0,0.0,0,2,2,0,2,0
1,0,71.0,3.09,16,2,4,2,2,1
1,0,251.0,0.0,0,0,0,0,0,0
0,0,5.0,0.0,0,2,3,-1,2,0
1,0,582.0,0.0,0,-1,0,0,0,0
1,0,382.0,0.0,0,0,0,0,0,0
1,0,20.0,0.0,15,4,0,4,4,0
1,0,85.0,3.42,114,0,0,0,0,1
0,0,326.0,0.0,0,0,0,0,0,0
1,0,104.0,0.0,0,2,2,2,2,0
1,0,465.0,0.0,0,0,0,0,0,0
1,0,85.0,0.0,10,0,0,0,0,0
0,0,128.0,0.0,0,3,0,0,1,0
1,0,1.0,3.72,34,0,4,4,4,1
1,0,59.0,0.0,4,0,0,0,-1,0
1,0,241.0,0.0,73,0,0,0,0,0
1,0,85.0,0.0,54,0,0,0,0,0
1,0,85.0,0.0,29,0,0,2,-1,0
0,0,7.0,0.0,43,3,4,3,3,0
1,0,7.0,3.36,76,4,4,3,3,1
1,1,54.0,3.35,80,0,0,4,3,1
0,0,162.0,0.0,6,3,3,2,4,0
1,0,67.0,3.76,0,4,4,3,4,1
1,0,85.0,3.86,0,4,3,4,4,1
0,0,200.0,0.0,0,3,0,0,0,0
1,0,85.0,0.0,58,0,3,4,0,0
1,0,83.0,0.0,0,4,0,0,2,0
1,1,32.0,0.0,78,0,0,4,2,0
1,0,115.0,0.0,0,1,0,-1,-1,0
1,0,73.0,0.0,39,4,2,2,3,0
1,0,85.0,3.5,98,0,0,2,0,1
1,0,40.0,3.04,81,0,0,0,0,1
1,0,116.0,0.0,0,0,0,0,3,0
1,0,64.0,0.0,8,0,0,0,0,0
1,0,11.0,0.0,0,4,0,0,0,0
1,1,58.0,0.0,110,0,0,0,0,0
1,0,319.0,0.0,6,0,0,0,0,0
1,0,134.0,0.0,0,-1,0,0,3,0
1,0,9.0,0.0,9,2,3,2,2,0
1,0,85.0,0.0,39,0,0,0,-1,0
0,0,37.0,0.0,3,0,0,0,0,0
1,0,220.0,0.0,70,0,0,0,0,0
1,0,54.0,3.64,69,0,0,0,0,1
1,0,287.0,0.0,0,0,0,0,0,0
1,0,61.0,3.67,22,0,0,0,0,0
1,0,85.0,0.0,54,0,4,0,0,0
1,0,342.0,0.0,0,0,0,0,-1,0
0,0,46.0,3.6,0,4,2,3,4,1
1,0,30.0,0.0,60,0,0,0,0,0
1,0,85.0,0.0,24,0,4,4,0,0
1,0,46.0,0.0,60,3,4,3,3,0
1,0,167.0,3.38,29,0,0,0,0,1
0,0,56.0,0.0,36,4,4,3,4,0
0,0,152.0,3.46,19,0,0,0,0,1
1,0,36.0,0.0,69,0,3,0,0,0
1,0,125.0,0.0,0,0,0,0,2,0
1,0,11.0,0.0,0,0,0,0,1,0
1,0,238.0,0.0,0,0,0,0,-1,0
1,0,387.0,0.0,0,0,0,0,0,0
1,0,85.0,0.0,97,0,0,4,0,0
0,0,85.0,0.0,0,4,4,2,2,0
1,0,85.0,2.85,56,4,0,0,0,1
1,0,85.0,0.0,62,0,1,-1,0,0
1,0,7.0,3.73,64,0,4,4,3,1
1,0,139.0,2.88,21,3,3,2,2,1
1,1,70.0,0.0,56,0,0,0,0,0
1,0,26.0,0.0,73,0,0,4,3,0
1,0,22.0,0.0,0,0,0,0,0,0
0,0,7.0,3.54,65,0,0,0,0,1
1,0,85.0,0.0,61,0,0,0,0,0
